avg_epoch_time_sec,early_stopped,epochs_run,macro_1.alpha_effective,macro_1.alpha_value,macro_1.condition_norm,macro_1.cv_usage,macro_1.dead_expert_frac,macro_1.entropy_mean,macro_1.expert_similarity_max,macro_1.expert_similarity_mean,macro_1.factored_group_entropy_mean,macro_1.group_cv_usage,macro_1.group_entropy_mean,macro_1.group_n_eff,macro_1.group_top1_max_frac,macro_1.moe_delta_norm,macro_1.n_eff,macro_1.residual_delta_norm,macro_1.route_consistency_feature_group_knn_focus_js,macro_1.route_consistency_feature_group_knn_focus_score,macro_1.route_consistency_feature_group_knn_mean_js,macro_1.route_consistency_feature_group_knn_mean_score,macro_1.route_consistency_feature_group_knn_memory_js,macro_1.route_consistency_feature_group_knn_memory_score,macro_1.route_consistency_feature_group_knn_tempo_js,macro_1.route_consistency_feature_group_knn_tempo_score,macro_1.route_consistency_group_knn_js,macro_1.route_consistency_group_knn_score,macro_1.route_consistency_intra_group_knn_mean_js,macro_1.route_consistency_intra_group_knn_mean_score,macro_1.route_consistency_knn_js,macro_1.route_consistency_knn_score,macro_1.route_jitter_adjacent,macro_1.route_jitter_session,macro_1.shared_delta_norm,macro_1.stage_delta_norm,macro_1.top1_max_frac,mrr@20,status,test_eval_targets_per_sec,test_eval_time_sec,test_hr@10,test_mrr@20,trial
14.5298797249794,True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0187,ok,15498.588200914639,0.17459654808044434,0.3539,0.3354,1
14.627686595916748,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0187,ok,15499.92164403317,0.17458152770996094,0.3572,0.3372,2
14.684534006118774,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186,ok,15489.471906892193,0.1746993064880371,0.3572,0.3372,3
14.623630871375402,True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,ok,15454.523527401318,0.1750943660736084,0.3505,0.335,4
14.764573206504187,True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,ok,15547.546419545071,0.17404675483703613,0.3483,0.336,5
14.637791156768799,True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,ok,14647.73991319599,0.1847383975982666,0.3572,0.3351,6
14.607496321201324,True,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0187,ok,14070.93698581226,0.19231128692626953,0.3516,0.3351,7
15.114029616117477,True,24,1.0,1.0,0.0,0.4150450533997636,0.0,1.8990205085466703,0.28439825773239136,0.12915417551994324,0.0,0.24869877958856396,0.9790374655635461,2.825254999261994,0.5935583428955803,6.969999464132609,7.677461093512739,6.969999464132609,0.0,1.0,0.024059942157720282,0.9763690647529492,0.03635416960300599,0.9642987077065566,0.03582565687015486,0.9648084865522907,0.010359182464085024,0.9896942890668451,0.017136916758117644,0.9830109378654104,0.02681435091422605,0.973541961923723,0.7606778726922017,0.463525129324801,8.993499258716776,6.969999464132609,0.27404740236616154,0.0191,ok,15062.476110596484,0.17965173721313477,0.3494,0.3359,8
14.78338119983673,True,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,ok,13281.532382974043,0.20374155044555664,0.3561,0.3348,9
14.631119661331176,True,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0187,ok,13174.233528416253,0.20540094375610352,0.3572,0.3374,10
