metric,FDSA,SASRec,TiSASRec,FeaturedMoE_N3,DuoRec,FEARec,GRU4Rec,DIFSR,BSARec,FAME
hit@5,0.10772833723653395,0.11007025761124122,0.10070257611241218,0.1053864168618267,0.0936768149882904,0.0936768149882904,0.0468384074941452,0.03044496487119438,0.01873536299765808,0.00936768149882904
hit@10,0.13348946135831383,0.1288056206088993,0.12646370023419204,0.1451990632318501,0.12177985948477751,0.11475409836065574,0.06791569086651054,0.0468384074941452,0.02810304449648712,0.0117096018735363
hit@20,0.17096018735362997,0.16159250585480095,0.1451990632318501,0.1990632318501171,0.15690866510538642,0.1405152224824356,0.08899297423887588,0.06088992974238876,0.03044496487119438,0.0117096018735363
ndcg@5,0.08078917993594667,0.07864998682321374,0.07512743634976604,0.07275354045615542,0.05622434811513932,0.05692633127998691,0.028108544385963635,0.020808131689210127,0.012773760308705672,0.007931739650230496
ndcg@10,0.0889315584923121,0.08505581420534389,0.0833595086595772,0.08543792108741242,0.06572375622789531,0.06396517618199422,0.03492832037269092,0.02607698825818314,0.015599497378012056,0.008765948530661698
ndcg@20,0.09835590568722272,0.09328987988571373,0.08789546257299338,0.09897377329771637,0.07474128828674066,0.0703341046945831,0.04028600716060442,0.02976219565444026,0.016172449468728808,0.008765948530661698
mrr@5,0.07197501962302161,0.06838407512291812,0.06666666681090898,0.06206089017402372,0.043481655157142834,0.04445745529000597,0.02193598770285658,0.017564402880099115,0.010733801740673163,0.007494145206042698
mrr@10,0.07522675754454432,0.07122783568759712,0.07000204475827743,0.06718244708952356,0.047651574591423364,0.047491729172247636,0.024755585546097098,0.01971952728839892,0.011781160582284459,0.007884465280126353
mrr@20,0.07778589467603093,0.07346622736588015,0.07114567268264657,0.07085751964595055,0.050192371071850664,0.049161454091236796,0.026240440482487443,0.02080351779067265,0.011927530605703661,0.007884465280126353
